"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.620281237E1,4.956421256E-1,-3.833430290E0,1.656992435E-1,3.868889394E0
1.621975070E1,4.755998850E-1,-3.683577538E0,1.499167085E-1,3.717178197E0
1.623668491E1,4.146899581E-1,-3.384487152E0,1.687608361E-1,3.413971480E0
1.625363984E1,4.010307193E-1,-3.070395470E0,2.450206280E-1,3.106153423E0
1.627058126E1,4.723671079E-1,-2.845220566E0,3.602740169E-1,2.906580142E0
1.628751552E1,4.553383589E-1,-2.621618271E0,2.831936479E-1,2.675894994E0
1.630445349E1,4.277693629E-1,-2.288252831E0,1.693294644E-1,2.334043725E0
1.632139235E1,3.444930911E-1,-1.880247116E0,-2.656495571E-2,1.911729689E0
1.633832918E1,2.941471040E-1,-1.492874146E0,-4.813057184E-2,1.522337770E0
1.635526741E1,1.850314438E-1,-1.108798027E0,-1.311131120E-1,1.131751010E0
1.637221044E1,1.347107589E-1,-6.543416977E-1,-1.895006895E-1,6.944210230E-1
1.638914312E1,1.424178779E-1,-4.283218384E-1,-8.113366365E-2,4.586121679E-1
1.640608176E1,9.357416630E-2,-1.412878036E-1,-9.707963467E-2,1.953018779E-1
1.642301902E1,8.588576317E-2,1.337938309E-1,-1.031446457E-1,1.895150955E-1
1.643994815E1,6.854054332E-2,4.479589462E-1,-1.130120754E-1,4.670511244E-1
1.645689104E1,1.331477761E-1,6.312770844E-1,-6.117701530E-3,6.451949425E-1
1.647383641E1,2.463498116E-1,7.702007294E-1,1.625064015E-1,8.248064765E-1
1.649077011E1,2.502826452E-1,8.748998642E-1,1.564949751E-1,9.233535900E-1
1.650768964E1,2.092002034E-1,1.175040245E0,9.820240736E-2,1.197550840E0
1.652464396E1,1.110476255E-1,1.496826172E0,2.116334438E-2,1.501088955E0
1.654158653E1,8.005523682E-2,1.732823372E0,7.003128529E-2,1.736084693E0
1.655852206E1,-4.773950577E-2,2.119820595E0,5.027502775E-2,2.120954029E0
1.657545987E1,-2.592611313E-2,2.378841400E0,8.747318387E-2,2.380590290E0
1.659239800E1,4.105925560E-3,2.532023430E0,1.415049136E-1,2.535977750E0
1.660933512E1,1.127497911E0,2.376019955E0,7.606155872E0,8.048001585E0
1.662627371E1,-1.486238241E-1,3.190036297E0,-7.584220171E-2,3.194397072E0
1.664324028E1,-1.549958587E-1,3.484034538E0,-1.549192667E-1,3.490919701E0
1.666012640E1,-7.678163052E-2,3.610292435E0,-1.012602448E-1,3.612528273E0
1.667707331E1,4.298472404E-2,3.667972565E0,-3.383719921E-2,3.668380484E0
1.669401126E1,3.561082482E-2,3.823466778E0,-1.211681366E-1,3.825551993E0
1.671094926E1,-2.577644587E-2,4.062627316E0,-2.759203911E-1,4.072067926E0
1.672789309E1,-7.027775049E-2,4.171141148E0,-3.892371058E-1,4.189852379E0
1.674482449E1,-9.787979722E-2,4.235820293E0,-3.930535316E-1,4.255143369E0
1.676176336E1,-1.484772265E-1,4.380108833E0,-4.428524375E-1,4.404942356E0
1.677870427E1,-1.304815710E-1,4.287171841E0,-3.960782886E-1,4.307405930E0
1.679563850E1,-1.094150841E-1,4.258386135E0,-2.894055843E-1,4.269611192E0
1.681255502E1,-2.272199988E-1,4.266420364E0,-5.300779343E-1,4.305224067E0
1.682951509E1,-2.791140974E-1,4.228627205E0,-5.738620758E-1,4.276506799E0
1.684646526E1,-3.246083260E-1,4.094121456E0,-5.507175326E-1,4.143729101E0
1.686337385E1,-2.566858530E-1,3.875184059E0,-3.473716974E-1,3.899180198E0
1.688032832E1,-2.207299471E-1,3.589663029E0,-1.745400429E-1,3.600675853E0
1.689726777E1,-2.389345169E-1,3.442697048E0,-1.269867420E-1,3.453314104E0
1.691420368E1,-3.033216000E-1,3.248294353E0,-1.843184829E-1,3.267628116E0
1.693114359E1,-2.726026177E-1,2.936540604E0,-1.179388165E-1,2.951523754E0
1.694807749E1,-3.084161878E-1,2.782477856E0,-1.011453867E-1,2.801345025E0
1.696506358E1,-3.322200775E-1,2.562706947E0,-8.824557066E-2,2.585657433E0
1.698199974E1,-2.278531790E-1,2.207532406E0,4.330384731E-2,2.219682774E0
1.699892361E1,-2.132924795E-1,2.069855213E0,1.095508337E-1,2.083697596E0
1.701586741E1,-1.974743605E-1,1.855150223E0,-6.947857141E-2,1.866924140E0
1.703280100E1,-1.665409803E-1,1.661917686E0,-1.458173990E-1,1.676594468E0
1.704974929E1,-1.161608696E-1,1.363368988E0,-1.524329185E-1,1.376773089E0
1.706668228E1,-4.754263163E-2,1.079454422E0,-3.450781107E-2,1.081051775E0
1.708361996E1,-3.111112118E-2,8.794898987E-1,-4.022687674E-2,8.809589011E-1
1.710055774E1,-2.611935139E-2,7.260971069E-1,-8.409279585E-2,7.314169998E-1
1.711744203E1,-4.155504704E-2,4.610986710E-1,-1.988215446E-1,5.038539599E-1
1.713443369E1,-4.899179935E-2,2.081089020E-1,-2.877482772E-1,3.584809374E-1
1.715132470E1,-1.108217537E-1,6.268692017E-2,-2.771387696E-1,3.049868992E-1
1.716827180E1,-1.355472505E-1,-2.754449844E-1,-3.651819229E-1,4.770752911E-1
1.718519769E1,-1.417513192E-1,-5.120754242E-1,-2.343178391E-1,5.807060584E-1
1.720214793E1,-1.328921318E-1,-7.832612991E-1,-2.093490958E-1,8.215750881E-1
1.721908553E1,-5.602580309E-2,-1.178771019E0,-2.883639932E-1,1.214822538E0
1.723602361E1,3.104525805E-2,-1.613434792E0,-2.543620467E-1,1.633657151E0
1.725298767E1,9.221440554E-2,-2.030569077E0,-1.454328895E-1,2.037857943E0
1.726992612E1,1.782310009E-1,-2.456715584E0,8.894604445E-2,2.464777708E0
1.728686222E1,2.415512800E-1,-2.773471832E0,1.725731492E-1,2.789314345E0
1.730380776E1,2.853891850E-1,-3.082956314E0,1.775577068E-1,3.101224494E0
1.732075384E1,3.656229973E-1,-3.456208229E0,2.100811601E-1,3.481837100E0
1.733768279E1,4.511444569E-1,-3.717880249E0,3.277504444E-2,3.745295592E0
1.735460137E1,3.973733187E-1,-3.775347710E0,6.569510698E-2,3.796771224E0
1.737154048E1,3.936913013E-1,-3.950754166E0,2.038472891E-2,3.970373642E0
1.738847812E1,3.426127434E-1,-3.865942001E0,9.464502335E-2,3.882247897E0
1.740541672E1,3.228883147E-1,-3.829593658E0,4.168564081E-2,3.843407622E0
1.742235352E1,3.090935349E-1,-3.799053192E0,-4.262173176E-2,3.811844774E0
1.743929219E1,2.739283442E-1,-3.818826675E0,-9.774225950E-2,3.829886090E0
1.745625919E1,2.230957747E-1,-3.788414001E0,-1.099995375E-1,3.796571120E0
1.747316975E1,1.449716091E-1,-3.673516273E0,-1.734697819E-2,3.676416665E0
1.749012786E1,8.446058631E-2,-3.549613953E0,3.415119648E-2,3.550782887E0
1.750705108E1,9.136474133E-2,-3.617190361E0,-1.151383519E-1,3.620175474E0
1.752398412E1,1.148937941E-1,-3.646657944E0,-1.524244547E-1,3.651650032E0
1.754096468E1,1.827499866E-1,-3.652878761E0,-1.741543412E-1,3.661591257E0
1.755788277E1,1.839318275E-1,-3.684603691E0,-9.453964233E-2,3.690402826E0
1.757478933E1,2.568497658E-1,-3.699058533E0,-4.006320238E-2,3.708181615E0
1.759175863E1,3.128954768E-1,-3.607258797E0,1.769726276E-1,3.625126055E0
1.760866958E1,4.119905233E-1,-3.630861282E0,2.163003087E-1,3.660556743E0
1.762562179E1,4.717837572E-1,-3.615404129E0,1.999185085E-1,3.651533149E0
1.764257978E1,5.052261353E-1,-3.501553535E0,2.082036734E-1,3.543935578E0
1.765947045E1,5.029938221E-1,-3.332589149E0,2.706565857E-1,3.381184439E0
1.767640891E1,4.682958126E-1,-3.032276154E0,2.243704200E-1,3.076417027E0
1.769334615E1,4.145092368E-1,-2.648422241E0,1.873993278E-1,2.687206130E0
1.771027393E1,3.394896984E-1,-2.345648766E0,7.553261518E-2,2.371292172E0
1.772722217E1,2.665060163E-1,-1.915526390E0,-4.323750734E-2,1.934460206E0
1.774416957E1,2.176027894E-1,-1.473320007E0,-1.294883490E-1,1.494921419E0
1.776113510E1,1.236802936E-1,-1.100013733E0,-8.952850103E-2,1.110559490E0
1.777805182E1,9.659555554E-2,-6.618757248E-1,-1.086000204E-1,6.776460292E-1
1.779501097E1,1.044490635E-1,-3.035287857E-1,-1.241779327E-2,3.212375013E-1
1.781194843E1,1.131089628E-1,-1.651287079E-2,-6.525051594E-2,1.316204475E-1
1.782888650E1,1.094420254E-1,2.090425491E-1,-1.267691255E-1,2.678558483E-1
1.784582484E1,8.924970031E-2,4.309082031E-1,-1.765523553E-1,4.741498947E-1
1.786273194E1,1.238906085E-1,6.872673035E-1,-1.594476700E-1,7.163161235E-1
1.787971015E1,1.338370442E-1,9.679288864E-1,-6.872904301E-2,9.795521247E-1
1.789661660E1,1.338747740E-1,1.156367302E0,-4.068410397E-2,1.164801695E0
1.791354692E1,7.044786215E-2,1.391251564E0,-3.345471621E-2,1.393435694E0
1.793045918E1,2.652597427E-2,1.677328110E0,-3.454363346E-2,1.677893464E0
1.794742541E1,3.624558449E-2,1.848636627E0,1.881819963E-2,1.849087679E0
1.796436929E1,-6.782174110E-3,2.113495350E0,5.844885111E-2,2.114314277E0
1.798129033E1,9.596109390E-3,2.373693466E0,1.203597188E-1,2.376762340E0
1.799824609E1,4.563254118E-2,2.548995018E0,1.772943139E-1,2.555560839E0
1.801519639E1,-2.093613148E-3,2.771702766E0,1.169784069E-1,2.774170967E0
1.803210965E1,-2.918905020E-2,2.956143856E0,3.766417503E-4,2.956287983E0
1.804905614E1,-7.866525650E-2,3.158673286E0,-1.116693020E-1,3.161625403E0
1.806599357E1,-1.532665491E-1,3.469533443E0,-3.089914024E-1,3.486635719E0
1.808293180E1,-1.057068110E-1,3.691555023E0,-2.398624420E-1,3.700849417E0
1.809986942E1,-6.264758110E-2,3.790695190E0,-2.553767562E-1,3.799804210E0
1.811680741E1,-1.184038520E-1,4.029593945E0,-3.013522029E-1,4.042580856E0
1.813377424E1,-1.075338423E-1,4.185710907E0,-3.792971373E-1,4.204236630E0
1.815066023E1,-6.207236648E-2,4.192541599E0,-3.363314271E-1,4.206468456E0
1.816760724E1,-5.662131310E-2,4.312120438E0,-3.911445141E-1,4.330194300E0
1.818454510E1,9.624630213E-3,4.309050083E0,-3.327243924E-1,4.321887409E0
1.820148307E1,1.856234670E-2,4.326701641E0,-2.819983959E-1,4.335921442E0
1.821842120E1,1.164397597E-2,4.244483471E0,-3.118667603E-1,4.255941305E0
1.823535840E1,3.069770336E-2,4.093062401E0,-3.116571903E-1,4.105025258E0
1.825232171E1,-8.596608043E-2,4.111842632E0,-4.559726119E-1,4.137940432E0
1.826927091E1,-1.786504686E-1,4.033730984E0,-5.950923562E-1,4.081303291E0
1.828621156E1,-1.799988747E-1,3.802202225E0,-4.539312720E-1,3.833431224E0
1.830314412E1,-1.550535560E-1,3.563021183E0,-3.257027864E-1,3.581234963E0
1.832004092E1,-2.139251232E-1,3.396763802E0,-2.914674878E-1,3.415951050E0
1.833707257E1,-1.864242554E-1,3.039494514E0,-2.162195444E-1,3.052872712E0
1.835401234E1,-1.659049988E-1,2.773400307E0,-1.363289356E-1,2.781700794E0
1.837088615E1,-1.544137597E-1,2.550858498E0,-1.028414369E-1,2.557596341E0
1.838784872E1,-9.240400791E-2,2.245718002E0,-1.258486509E-2,2.247653493E0
1.840476354E1,-4.986226559E-2,1.954198360E0,7.127612829E-2,1.956133371E0
1.842169522E1,-4.181981087E-3,1.637927055E0,2.007067204E-3,1.637933624E0
1.843862728E1,4.030382633E-2,1.378224373E0,5.934309959E-2,1.380090006E0
1.845556535E1,1.301515102E-2,1.238448143E0,-1.311669946E-1,1.245442884E0
1.847250307E1,1.446461678E-2,9.839925766E-1,-2.435294986E-1,1.013783622E0
1.848944152E1,4.146271944E-2,6.864833832E-1,-1.699448228E-1,7.084206627E-1
1.850637821E1,4.269415140E-2,5.165872574E-1,-1.013230681E-1,5.281586402E-1
1.852334572E1,-6.533265114E-4,3.631429672E-1,-9.304040670E-2,3.748729902E-1
1.854023071E1,2.850651741E-3,9.391307831E-2,-6.417900324E-2,1.137837288E-1
1.855721882E1,-2.729642391E-2,-5.731773376E-2,-8.930575848E-2,1.095716015E-1
1.857415332E1,-2.366572618E-3,-3.143186569E-1,-1.608182788E-1,3.530783731E-1
1.859108995E1,-1.240283251E-2,-5.670146942E-1,-1.644099951E-1,5.904999070E-1
1.860801000E1,-5.849003792E-4,-8.677825928E-1,-1.161067486E-1,8.755157037E-1
1.862496762E1,4.559248686E-2,-1.289660454E0,-1.837409139E-1,1.303481294E0
1.864184918E1,6.090223789E-2,-1.536213875E0,-1.768287420E-1,1.547556317E0
1.865880592E1,1.077039242E-1,-1.920392990E0,-2.643302679E-1,1.941489084E0
1.867573686E1,1.402039528E-1,-2.331153870E0,-2.536965013E-1,2.349105665E0
1.869268211E1,1.585687995E-1,-2.662137985E0,-4.180413485E-2,2.667183965E0
1.870961935E1,1.859185100E-1,-2.921900749E0,1.436862350E-1,2.931333385E0
1.872655543E1,2.212306261E-1,-3.261816025E0,2.531681061E-1,3.279097568E0
1.874354378E1,3.241991997E-1,-3.568950653E0,2.358968258E-1,3.591401008E0
1.876046530E1,3.632220030E-1,-3.742507935E0,1.893908978E-1,3.764859197E0
1.877739226E1,4.257446527E-1,-3.904908180E0,1.671621203E-1,3.931603945E0
1.879434872E1,4.431387186E-1,-4.020584106E0,1.863721609E-1,4.049222526E0
1.881128048E1,4.348826408E-1,-4.076420784E0,1.151387691E-1,4.101168889E0
1.882821568E1,4.209237695E-1,-4.103069305E0,2.905255556E-2,4.124705880E0
1.884516554E1,3.398608565E-1,-3.930008888E0,-2.926588058E-2,3.944785388E0
1.886209822E1,2.435367703E-1,-3.861216545E0,-7.791668177E-2,3.869673678E0
1.887903561E1,1.398350000E-1,-3.796227455E0,-1.325039268E-1,3.801112207E0
1.889595224E1,5.002075434E-2,-3.628190994E0,-2.272355556E-2,3.628606940E0
1.891291141E1,-2.913492918E-2,-3.520907402E0,-5.935311317E-3,3.521032946E0
1.892981648E1,-2.703577280E-2,-3.533692360E0,-1.314234734E-2,3.533820220E0
1.894676684E1,6.162703037E-2,-3.498156548E0,-3.135675192E-2,3.498839860E0
1.896368591E1,9.966439009E-2,-3.477980614E0,-5.858826637E-2,3.479901540E0
1.898063944E1,1.977874041E-1,-3.501883507E0,-7.238328457E-2,3.508211409E0
1.899758529E1,2.590807676E-1,-3.502843857E0,6.229519844E-3,3.512417506E0
1.901450042E1,3.109436035E-1,-3.538428307E0,6.930041313E-2,3.552740260E0
1.903143879E1,3.244953156E-1,-3.382743835E0,9.425467253E-2,3.399578946E0
1.904837710E1,3.198989630E-1,-3.278082848E0,1.772047281E-1,3.298418412E0
1.906531545E1,3.154207468E-1,-3.171195984E0,2.343187332E-1,3.195446680E0
1.908225188E1,2.793413401E-1,-2.986115456E0,1.445122361E-1,3.002632326E0
1.909919244E1,2.768725157E-1,-2.680810928E0,2.478992939E-1,2.706447798E0
1.911616979E1,2.650049925E-1,-2.415317535E0,2.945565581E-1,2.447600868E0
1.913304998E1,2.146683931E-1,-2.028580666E0,1.969453096E-1,2.049392469E0
1.915000465E1,2.118145227E-1,-1.617325783E0,7.606047392E-2,1.632909451E0
1.916694288E1,1.330953240E-1,-1.183235168E0,-3.311806917E-2,1.191157687E0
1.918388041E1,7.792162895E-2,-7.896404266E-1,-1.337423921E-1,8.046681372E-1
1.920081828E1,3.113335371E-2,-3.888053894E-1,-8.968353271E-2,4.002275010E-1
1.921775623E1,-1.576662064E-2,-4.367351532E-2,-1.103406549E-1,1.197122482E-1
1.923474043E1,-6.211993098E-2,3.945140839E-1,-1.495300531E-1,4.264498622E-1
1.925164851E1,-1.136699021E-1,6.592350006E-1,-1.375278831E-1,6.829535499E-1
1.926860692E1,-9.310603142E-2,8.430604935E-1,-1.413138509E-1,8.598775106E-1
1.928554531E1,-1.134832203E-1,1.136013985E0,-1.706762314E-1,1.154355487E0
1.930246692E1,-4.827517271E-2,1.350033760E0,-4.671686888E-2,1.351704151E0
1.931943471E1,-4.637718201E-3,1.463601112E0,1.312893629E-2,1.463667344E0
1.933635882E1,-3.214466572E-2,1.758134842E0,-3.068166971E-2,1.758696326E0
1.935327936E1,-4.018807411E-2,1.971733570E0,-8.079290390E-2,1.973797316E0
1.937023480E1,-1.019682288E-1,2.218021870E0,-4.444450140E-2,2.220809278E0
1.938715507E1,-1.362789869E-1,2.401185989E0,-3.574514389E-2,2.405315745E0
1.940411053E1,-1.353719234E-1,2.532052517E0,2.915817499E-2,2.535836293E0
1.942102271E1,-1.988041401E-1,2.815596581E0,4.664683342E-2,2.822991873E0
1.943798078E1,-1.611772180E-1,2.957676411E0,5.104726553E-2,2.962504628E0
1.945490769E1,-1.598437428E-1,3.058073997E0,8.294188976E-2,3.063371664E0
1.947185647E1,-1.373667121E-1,3.315072536E0,1.000449538E0,3.465468917E0
1.948881029E1,-2.766592503E-1,3.557215691E0,-1.565238237E-1,3.571389578E0
1.950572907E1,-1.688676476E-1,3.657485962E0,-6.496423483E-2,3.661958519E0
1.952266311E1,-1.369240284E-1,3.854591370E0,-9.761440754E-2,3.858257559E0
1.953960807E1,-1.378712654E-1,4.059441566E0,-1.680465341E-1,4.065256936E0
1.955653504E1,-1.089107990E-1,4.175490379E0,-2.782700658E-1,4.186169574E0
1.957348884E1,-1.031988561E-1,4.221523285E0,-3.494467735E-1,4.237218651E0
1.959037646E1,-7.989823818E-2,4.227567673E0,-3.525483012E-1,4.242994516E0
1.960736447E1,-5.782875419E-2,4.203674316E0,-3.432625532E-1,4.218062482E0
1.962429298E1,-3.716614842E-2,4.251078129E0,-3.449654579E-1,4.265213681E0
1.964120358E1,7.117748260E-3,4.093333244E0,-3.649464846E-1,4.109575848E0
1.965814149E1,-1.060301065E-2,4.004863262E0,-3.347923756E-1,4.018846614E0
1.967507931E1,-1.372938752E-1,3.995997429E0,-5.637515783E-1,4.037903033E0
1.969201705E1,-1.568829119E-1,3.845227718E0,-5.774686933E-1,3.891511088E0
1.970896237E1,-8.765816689E-2,3.581570148E0,-4.098203182E-1,3.606006292E0
1.972590153E1,-9.467488527E-2,3.434617996E0,-3.360322714E-1,3.452315426E0
1.974287231E1,-7.226163149E-2,3.167798996E0,-3.415979743E-1,3.186983119E0
1.975980568E1,-6.717723608E-2,2.882148266E0,-2.691077590E-1,2.895463761E0
1.977677448E1,-8.799850941E-2,2.581112385E0,-2.394927740E-1,2.593692671E0
1.979369346E1,-4.196363688E-2,2.201460838E0,-1.126114726E-1,2.204738559E0
1.981058643E1,-1.125234365E-2,1.956814289E0,-4.549664259E-2,1.957375468E0
1.982756938E1,-1.042509079E-2,1.671685219E0,-3.106713295E-2,1.672006376E0
1.984448321E1,7.944869995E-2,1.299386978E0,7.970309258E-2,1.304251202E0
1.986142771E1,9.098649025E-2,1.101231575E0,8.543163538E-2,1.108281592E0
1.987835925E1,5.616325140E-2,8.741626740E-1,-8.916574717E-2,8.804914661E-1
1.989530756E1,8.846288919E-2,5.809135437E-1,-1.076791286E-1,5.973951981E-1
1.991224759E1,1.604829431E-1,3.641633987E-1,-5.979084969E-2,4.024235352E-1
1.992918010E1,1.816473603E-1,1.977291107E-1,-1.903629303E-2,2.691745627E-1
1.994609766E1,1.763519049E-1,-1.860427856E-2,-6.679058075E-2,1.894916758E-1
1.996303738E1,1.689525843E-1,-2.739391327E-1,-6.148815155E-2,3.276712025E-1
1.997997546E1,1.253116727E-1,-5.134925842E-1,-1.060839891E-1,5.391024598E-1
1.999691252E1,9.823235869E-2,-7.501258850E-1,-1.803904772E-1,7.777397790E-1
2.001385106E1,4.578596354E-2,-8.862857819E-1,-1.367956996E-1,8.979487207E-1
2.003078759E1,1.763713360E-2,-1.223937035E0,-1.592890620E-1,1.234384842E0
2.004771115E1,6.681048870E-2,-1.517243385E0,-4.749965668E-2,1.519456268E0
2.006465125E1,8.421793580E-2,-1.773665428E0,-1.102567911E-1,1.779083548E0
2.008160241E1,1.448702812E-1,-2.175376892E0,-2.295267582E-1,2.192244182E0
2.009850266E1,1.886912584E-1,-2.558749199E0,-1.320485473E-1,2.569092967E0
2.011548526E1,2.591233253E-1,-2.819327354E0,4.420077801E-2,2.831555286E0
2.013238182E1,3.293383121E-1,-3.123286247E0,2.118330598E-1,3.147737910E0
2.014933962E1,4.038286209E-1,-3.463922501E0,2.866443396E-1,3.499142984E0
2.016628128E1,4.492690563E-1,-3.773753166E0,2.057555914E-1,3.805967815E0
2.018321609E1,4.569065571E-1,-3.998510361E0,2.174264193E-1,4.030399850E0
2.020015377E1,4.559072256E-1,-4.046885490E0,2.051792741E-1,4.077650317E0
2.021709211E1,4.202622175E-1,-4.064174652E0,2.397798896E-1,4.092875558E0
2.023408299E1,4.080359340E-1,-4.161288261E0,1.576686502E-1,4.184217098E0
2.025097403E1,3.902061582E-1,-4.051673889E0,1.258291006E-1,4.072364806E0
2.026795263E1,3.310275674E-1,-3.958483696E0,4.263412952E-2,3.972529432E0
2.028487544E1,2.687199116E-1,-3.907031059E0,-6.952935457E-2,3.916878403E0
2.030180251E1,1.871189475E-1,-3.723969460E0,-8.548462391E-2,3.729647390E0
2.031875629E1,1.113491058E-1,-3.534587860E0,9.553730488E-3,3.536354230E0
2.033569393E1,5.837750435E-2,-3.457237244E0,-3.155410290E-2,3.457874051E0
2.035263179E1,6.408703327E-2,-3.422409058E0,-1.074135303E-2,3.423025896E0
2.036956984E1,5.816864967E-2,-3.412188530E0,-4.075807333E-2,3.412927684E0
2.038650823E1,5.100095272E-2,-3.343695641E0,-3.256326914E-2,3.344243113E0
2.040342420E1,8.492326736E-2,-3.247356415E0,-1.732671261E-2,3.248512869E0
2.042038384E1,1.272445321E-1,-3.280396461E0,5.563843250E-2,3.283334852E0
2.043732116E1,1.901483536E-1,-3.242351532E0,9.684693813E-2,3.249365966E0
2.045423840E1,2.534753084E-1,-3.113373756E0,1.852068901E-1,3.129160825E0
2.047119641E1,2.833690643E-1,-3.055441856E0,2.124783397E-1,3.075901495E0
2.048811399E1,2.531563044E-1,-2.900934219E0,2.008563876E-1,2.918878337E0
2.050507355E1,2.520159483E-1,-2.625537872E0,1.133638024E-1,2.640040248E0
2.052200308E1,2.516702414E-1,-2.334970474E0,2.565876245E-1,2.362469520E0
2.053894295E1,1.999968290E-1,-2.042941093E0,2.532772422E-1,2.068273774E0
2.055587104E1,1.618204117E-1,-1.700941086E0,2.043994665E-1,1.720803756E0
2.057279767E1,7.548522949E-2,-1.335414886E0,1.048363447E-1,1.341648836E0
2.058976775E1,-2.927702665E-2,-8.328990936E-1,-4.544407129E-2,8.346515489E-1
2.060669428E1,-7.644033432E-2,-4.119834900E-1,-5.810081959E-2,4.230239071E-1
2.062359771E1,-1.377141476E-1,-7.552814484E-2,-6.905013323E-2,1.715739141E-1
2.064053909E1,-1.601082087E-1,3.405714035E-1,-1.287061572E-1,3.977295491E-1
2.065747725E1,-1.599215567E-1,6.796875000E-1,-1.240106821E-1,7.091746268E-1
2.067441456E1,-1.710799038E-1,8.977661133E-1,-1.834293604E-1,9.321473370E-1
2.069135263E1,-2.201188505E-1,1.229304314E0,-2.350921035E-1,1.270790975E0
2.070829060E1,-2.192046344E-1,1.509642601E0,-2.012519836E-1,1.538692242E0
2.072527474E1,-1.517173052E-1,1.680592537E0,-4.719758034E-2,1.688086795E0
2.074220268E1,-1.706867814E-1,1.852135658E0,1.873540878E-2,1.860078356E0
2.075914116E1,-1.838197708E-1,1.994095802E0,-2.900671959E-2,2.002760387E0
2.077607947E1,-2.534546852E-1,2.222001076E0,-2.555459738E-2,2.236555632E0
2.079299753E1,-3.255344629E-1,2.515837669E0,-4.685056210E-2,2.537243946E0
2.080995145E1,-3.039797544E-1,2.599617481E0,4.631471634E-2,2.617739443E0
2.082687243E1,-3.425961137E-1,2.801046371E0,2.794909477E-2,2.822058473E0
2.084383635E1,-3.393429518E-1,3.018066883E0,7.513445616E-2,3.038013584E0
2.086076872E1,-3.011721969E-1,3.101958275E0,1.166108847E-1,3.118725369E0
2.087773783E1,-3.474341631E-1,3.248407364E0,6.185460091E-2,3.267519991E0
2.089465562E1,-3.994662762E-1,3.500429630E0,-1.726603508E-2,3.523191595E0
2.091155024E1,6.195883751E-1,3.382418633E0,5.789026737E0,6.733310933E0
2.092853173E1,-3.425281048E-1,3.719990730E0,-7.993292809E-2,3.736582103E0
2.094544676E1,-2.813975215E-1,3.828082561E0,-8.176445961E-2,3.839281976E0
2.096236179E1,-2.948222756E-1,3.929821014E0,-1.668209434E-1,3.944393820E0
2.097931576E1,-3.057217002E-1,4.100694656E0,-2.863725424E-1,4.122034893E0
2.099624871E1,-2.870467305E-1,4.168696404E0,-3.695465922E-1,4.194876663E0
2.101318634E1,-2.088472247E-1,4.078478336E0,-3.196278214E-1,4.096311102E0
2.103012407E1,-2.089875042E-1,4.156637192E0,-3.792824149E-1,4.179134321E0
2.104706223E1,-1.397851110E-1,4.087826729E0,-3.785910010E-1,4.107699890E0
2.106402907E1,-7.685357332E-2,3.933040619E0,-3.200824261E-1,3.946792082E0
2.108090833E1,-1.225950122E-1,3.911087036E0,-4.065660834E-1,3.934072613E0
2.109787571E1,-1.108201444E-1,3.790836334E0,-4.013571739E-1,3.813634592E0
2.111479704E1,-1.429160237E-1,3.661014080E0,-4.632476568E-1,3.692972715E0
2.113173798E1,-1.460740864E-1,3.417396069E0,-3.859186769E-1,3.442218290E0
2.114867575E1,-1.363410354E-1,3.139755726E0,-3.482840061E-1,3.161954561E0
2.116560944E1,-1.240209341E-1,2.890118599E0,-3.065756559E-1,2.908978402E0
2.118255140E1,-1.514688730E-1,2.671602249E0,-3.123322129E-1,2.694058798E0
2.119948955E1,-8.261263371E-2,2.257792950E0,-2.164846659E-1,2.269651837E0
2.121647240E1,-4.018533230E-2,1.949018955E0,-1.203162074E-1,1.953142529E0
2.123334425E1,-1.191699505E-2,1.697510719E0,-5.199134350E-2,1.698348538E0
2.125033137E1,7.672941685E-2,1.309738159E0,6.096124649E-3,1.311997947E0
2.126728109E1,1.253026724E-1,9.862966537E-1,4.580718279E-2,9.952789292E-1
2.128420570E1,1.399027109E-1,7.851657867E-1,2.082788944E-2,7.978044135E-1
2.130114554E1,1.673532128E-1,5.429162979E-1,2.487093210E-2,5.686684163E-1
2.131808320E1,1.858433485E-1,2.391557693E-1,-6.315803528E-2,3.093899960E-1
2.133501377E1,2.120566964E-1,-1.160526276E-2,-5.810695887E-2,2.201797976E-1
2.135195663E1,2.254623175E-1,-2.584371567E-1,-4.223972559E-2,3.455534907E-1
2.136894358E1,2.236757278E-1,-4.020462036E-1,-7.110697031E-2,4.655407418E-1
2.138580854E1,1.870750785E-1,-6.148328781E-1,-1.181683540E-1,6.534373060E-1
2.140278627E1,1.904571950E-1,-8.915719986E-1,-1.354264617E-1,9.216913249E-1
2.141971908E1,1.509322822E-1,-1.026476860E0,-1.423293352E-1,1.047231081E0
2.143663577E1,1.260721684E-1,-1.219777107E0,-1.570752263E-1,1.236294063E0
2.145359110E1,1.561889946E-1,-1.564353943E0,-7.033133507E-2,1.573704152E0
2.147053701E1,1.522994936E-1,-1.786264420E0,-7.699555159E-2,1.794397957E0
2.148747018E1,1.870997846E-1,-2.064954758E0,-9.698390961E-2,2.075680698E0
2.150440854E1,2.123042345E-1,-2.349039078E0,-4.460430145E-2,2.359035231E0
2.152134687E1,2.852227092E-1,-2.764264107E0,-3.485864401E-2,2.779158716E0
2.153828449E1,3.387624025E-1,-3.104370117E0,8.180946112E-2,3.123870448E0
