"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.413444804E0,-2.213324606E-1,4.006889343E0,-2.645010948E-1,4.021704999E0
5.430377910E0,-1.299626827E-1,4.113302708E0,-6.089669466E-1,4.160167089E0
5.447310009E0,-1.494389474E-1,4.110184669E0,-4.732370675E-1,4.140036635E0
5.464247825E0,-9.571409225E-2,4.020477772E0,-2.445834279E-1,4.029047500E0
5.481202364E0,-1.674404144E-1,4.054919720E0,-1.957209110E-1,4.063092037E0
5.498123740E0,-1.641846299E-1,3.861286163E0,-2.987569571E-1,3.876305348E0
5.515044508E0,3.677672148E-2,3.807861328E0,-3.711342812E-1,3.826081687E0
5.532000074E0,-7.512629032E-2,3.833185673E0,-5.190784931E-1,3.868901503E0
5.548916406E0,-1.512184143E-1,4.037897587E0,-6.345495582E-1,4.090249023E0
5.565855971E0,-3.070808649E-1,4.475952148E0,-7.493754029E-1,4.548627242E0
5.582783116E0,-5.495758057E-1,4.789766312E0,-9.944849014E-1,4.922691856E0
5.599736180E0,-6.170891523E-1,4.812741280E0,-1.087152839E0,4.972441949E0
5.616673620E0,-4.188919067E-1,4.502898693E0,-8.921549916E-1,4.609501882E0
5.633623511E0,-3.126673102E-1,4.147508621E0,-9.324514866E-1,4.262517376E0
5.650567663E0,-2.593029737E-1,3.804509163E0,-8.532716036E-1,3.907633610E0
5.667502041E0,-2.324399948E-1,3.590899944E0,-4.095089436E-1,3.621641663E0
5.684419726E0,-3.514198065E-1,3.482853413E0,-2.666547298E-1,3.510679211E0
5.701372789E0,-3.034946322E-1,3.116034985E0,-2.653428316E-1,3.142004111E0
5.718291735E0,-1.543939114E-1,2.853577614E0,-2.666669488E-1,2.870166187E0
5.735230366E0,-1.602731347E-1,2.646546364E0,-3.047322035E-1,2.668849349E0
5.752165444E0,-2.525858879E-1,2.741562843E0,-3.392472267E-1,2.773996239E0
5.769091887E0,-3.217954040E-1,2.851076126E0,-3.803623021E-1,2.894281057E0
5.786030222E0,-4.027807713E-1,2.735759735E0,-5.043812990E-1,2.810874272E0
5.802968048E0,-4.331061840E-1,2.410508156E0,-6.131070256E-1,2.524684289E0
5.819906321E0,-2.705773115E-1,1.997514248E0,-5.203126073E-1,2.081826232E0
5.836857535E0,-9.331661463E-2,1.414444923E0,-3.387036324E-1,1.457423268E0
5.853790895E0,1.202046871E-3,8.735351562E-1,-4.900851250E-1,1.001622955E0
5.870734915E0,2.248781919E-2,5.067253113E-1,-1.952838898E-2,5.075998435E-1
5.887694573E0,-9.577989578E-2,1.727905273E-1,1.656554937E-1,2.578218326E-1
5.904610639E0,-1.283021569E-1,-7.886886597E-3,-9.903073311E-3,1.289252392E-1
5.921570539E0,-2.702891827E-2,-4.246559143E-1,-8.639478683E-2,4.341972676E-1
5.938486595E0,1.508057117E-2,-6.683359146E-1,-3.005927205E-1,7.329776954E-1
5.955443434E0,-5.331623554E-2,-6.258955002E-1,-4.684115648E-1,7.835797293E-1
5.972343459E0,-9.214192629E-2,-7.802515030E-1,-4.334864616E-1,8.973255011E-1
5.989321751E0,-1.424932480E-1,-1.074404716E0,-3.772097230E-1,1.147578754E0
6.006242254E0,-1.153646708E-1,-1.499261856E0,-2.851946950E-1,1.530500289E0
6.023188604E0,2.782577276E-2,-2.048161507E0,-6.144815683E-2,2.049271994E0
6.040123185E0,2.272440791E-1,-2.621891975E0,3.788056970E-1,2.658843951E0
6.057065060E0,3.791026473E-1,-3.134937286E0,2.733263969E-1,3.169583242E0
6.073999559E0,3.763466477E-1,-3.371756554E0,5.574122667E-1,3.438180840E0
6.090927344E0,1.989914775E-1,-3.542174339E0,5.989798307E-1,3.597967968E0
6.107896979E0,1.801413894E-1,-3.623550415E0,2.439736128E-1,3.636219418E0
6.124835437E0,2.801064253E-1,-3.870274544E0,1.034619808E-1,3.881776531E0
6.141729134E0,2.334644198E-1,-3.762715340E0,-1.022582054E-1,3.771337840E0
6.158654173E0,1.196549535E-1,-3.523754120E0,-2.252466083E-1,3.532972748E0
6.175642994E0,9.542715549E-2,-3.549023628E0,-1.395595670E-1,3.553048259E0
6.192574574E0,8.199119568E-2,-3.683500290E0,6.382179260E-2,3.684965422E0
6.209513101E0,8.082616329E-2,-3.797884941E0,2.551950812E-1,3.807307109E0
6.226452465E0,2.741264701E-1,-4.159026146E0,4.605030417E-1,4.193412316E0
6.243430776E0,4.509343505E-1,-4.481892586E0,7.481489182E-1,4.566227080E0
6.260280793E0,5.389674306E-1,-4.706086159E0,5.622814298E-1,4.770104111E0
6.277227511E0,5.363084674E-1,-4.783378601E0,7.275739908E-1,4.868028505E0
6.294154910E0,3.406278491E-1,-4.505871773E0,6.008376479E-1,4.558499056E0
6.311102754E0,2.681013942E-1,-4.397464752E0,2.761248350E-1,4.414274519E0
6.328027957E0,3.445237875E-1,-4.232382774E0,1.293207407E-1,4.248350791E0
6.344955285E0,2.963528037E-1,-3.779941559E0,4.792597890E-2,3.791843888E0
6.361946679E0,2.414625883E-1,-3.433835983E0,1.737668961E-1,3.446698228E0
6.378855269E0,3.223813772E-1,-3.349234581E0,4.088650942E-1,3.389464957E0
6.395836095E0,3.857821822E-1,-3.323746681E0,6.184176207E-1,3.402728353E0
6.412767329E0,4.221045375E-1,-3.299826622E0,6.252192259E-1,3.384955990E0
6.429722377E0,6.357889771E-1,-3.407608032E0,7.480152845E-1,3.546201770E0
6.446635616E0,7.333434224E-1,-3.330732346E0,6.868106723E-1,3.478976780E0
6.463558651E0,5.840328336E-1,-2.936459541E0,3.923139870E-1,3.019569382E0
6.480495153E0,5.443971157E-1,-2.643726349E0,4.744325876E-1,2.740573573E0
6.497433541E0,1.611397266E-1,-1.968115807E0,3.385798037E-1,2.003517438E0
6.514370501E0,-7.440042496E-2,-1.485731125E0,-9.446746111E-2,1.490589313E0
6.531309243E0,-1.551344991E-2,-1.029115677E0,-7.893654704E-2,1.032255163E0
6.548246712E0,7.235318422E-3,-5.029115677E-1,4.675030708E-2,5.051316521E-1
6.565213866E0,8.006790280E-2,-2.741298676E-1,2.569247782E-1,3.841463198E-1
6.582146066E0,2.309966683E-1,-2.220325470E-1,4.666854143E-1,5.660858492E-1
6.599073271E0,3.462896943E-1,-1.029253006E-1,6.622856855E-1,7.544087083E-1
6.615999705E0,2.876788974E-1,1.960086823E-2,5.435864925E-1,6.153288689E-1
6.632958690E0,4.606481791E-1,6.170463562E-2,6.537853479E-1,8.021467996E-1
6.649885783E0,4.504187107E-1,3.262653351E-1,4.754133224E-1,7.316719969E-1
6.666835165E0,2.614670396E-1,7.268772125E-1,1.961918175E-1,7.969985722E-1
6.683729534E0,1.952678561E-1,1.250571251E0,2.473562360E-1,1.289667824E0
6.700707786E0,-1.152648926E-1,1.844824791E0,-5.542224646E-2,1.849252857E0
6.717614718E0,-2.837699652E-1,2.376762390E0,-2.130880803E-1,2.403108691E0
6.734586043E0,-1.795859039E-1,2.770435333E0,-1.737878919E-1,2.781683890E0
6.751478854E0,-8.362448215E-2,3.032291412E0,-5.705404282E-2,3.033980789E0
6.768421837E0,4.538929462E-2,3.076244354E0,1.375373602E-1,3.079651935E0
6.785365747E0,1.066535711E-1,3.071061134E0,1.803061962E-1,3.078197817E0
6.802297236E0,2.225661874E-1,3.104392529E0,2.921168804E-1,3.126039179E0
6.819241633E0,1.082316637E-1,3.209489346E0,3.093558550E-2,3.211462745E0
6.836176407E0,2.128267884E-1,3.270715714E0,2.832591534E-2,3.277755158E0
6.853139013E0,1.034886837E-1,3.579589367E0,-2.565320134E-1,3.590261636E0
6.870088069E0,-3.181040287E-3,3.797898293E0,-3.768184781E-1,3.816547357E0
6.887030596E0,-8.777043223E-2,4.236068726E0,-3.702799678E-1,4.253126985E0
6.903965481E0,-2.689955831E-1,4.491540909E0,-5.721652508E-1,4.535820922E0
6.920902443E0,-4.372286797E-1,4.825192451E0,-7.378519773E-1,4.900824079E0
6.937839954E0,-2.725905180E-1,4.887608528E0,-6.323998570E-1,4.935884145E0
6.954778166E0,-1.590178907E-1,4.727569580E0,-4.167728424E-1,4.748568250E0
6.971715524E0,-7.024562359E-2,4.501059055E0,-2.260708213E-1,4.507280231E0
6.988624866E0,1.176732779E-2,4.272868633E0,-1.048623323E-1,4.274171374E0
7.005551869E0,5.814915895E-2,4.040598392E0,-4.864954948E-2,4.041309623E0
7.022505930E0,-5.546462536E-2,3.904670238E0,-2.609021664E-1,3.913770041E0
7.039419423E0,-5.035406351E-2,3.805842400E0,-2.519243956E-1,3.814503612E0
7.056367615E0,-8.726477623E-2,3.680879593E0,-3.826748729E-1,3.701746855E0
7.073316265E0,-2.171049118E-1,3.771951675E0,-5.330820084E-1,3.815616649E0
7.090297039E0,-2.477132678E-1,3.707844734E0,-4.952201247E-1,3.748962177E0
7.107191683E0,-3.266496956E-1,3.653638363E0,-5.328267813E-1,3.706707122E0
7.124214877E0,-4.519155622E-1,3.646488667E0,-6.976947784E-1,3.740038138E0
7.141079307E0,-3.644704819E-1,3.351222992E0,-6.943953037E-1,3.441761048E0
7.158027235E0,-1.352832913E-1,2.810015678E0,-2.688055038E-1,2.826083169E0
7.174973769E0,-4.302614927E-2,2.345972538E0,-1.106481552E-1,2.348974545E0
7.191896671E0,7.485514879E-2,1.939236164E0,3.682100773E-2,1.941029619E0
7.208827722E0,5.723041296E-2,1.606740952E0,-4.156851768E-2,1.608297158E0
7.225760737E0,4.699319601E-2,1.298570633E0,-1.867076159E-1,1.312765700E0
7.242681392E0,9.628891945E-3,1.130208015E0,-2.957528234E-1,1.168303302E0
7.259621944E0,1.473581791E-2,8.223114014E-1,-3.375177383E-1,8.890058542E-1
7.276560115E0,-8.689290285E-2,8.135490417E-1,-5.709657073E-1,9.977044947E-1
7.293497739E0,-1.341515183E-1,5.595846176E-1,-5.044211149E-1,7.652269175E-1
7.310435910E0,-1.737223268E-1,4.312257767E-1,-3.549121022E-1,5.848912015E-1
7.327373340E0,-2.391779423E-1,2.519741058E-1,-2.686780095E-1,4.391866470E-1
7.344358142E0,-1.370664835E-1,-2.635669708E-1,-2.702609897E-1,4.016164483E-1
7.361232257E0,8.949953318E-2,-8.273200989E-1,1.624054909E-1,8.478468352E-1
7.378189543E0,1.456296444E-1,-1.276867867E0,2.619640231E-1,1.311573365E0
7.395140339E0,2.588279843E-1,-1.726109505E0,3.697553873E-1,1.784142650E0
7.412075835E0,2.480702996E-1,-2.114801407E0,1.382943988E-1,2.133787526E0
7.428984405E0,2.121803164E-1,-2.360593796E0,-3.633248806E-2,2.370388914E0
7.445951589E0,1.941962838E-1,-2.656380653E0,-2.173524797E-1,2.672323422E0
7.462874278E0,1.658143401E-1,-2.777236938E0,-2.413428128E-1,2.792630617E0
7.479830099E0,9.523153305E-2,-2.872048378E0,-2.134075761E-1,2.881540165E0
7.496763948E0,6.042432785E-2,-2.994554520E0,-7.637995481E-2,2.996137809E0
7.513737235E0,4.408782721E-2,-3.084529877E0,1.191954613E-1,3.087146879E0
7.530652112E0,5.930817127E-2,-3.284897804E0,2.312150002E-1,3.293559081E0
7.547602705E0,1.855878234E-1,-3.690964699E0,2.352861166E-1,3.703109883E0
7.564572076E0,4.207973480E-1,-4.100653648E0,6.443371773E-1,4.172241742E0
7.581473911E0,4.509863257E-1,-4.311699867E0,5.712004304E-1,4.372689601E0
7.598391371E0,4.969496727E-1,-4.469820976E0,4.849076271E-1,4.523427234E0
7.615307662E0,4.048253298E-1,-4.530699730E0,1.688923836E-1,4.551884031E0
7.632264175E0,2.735285163E-1,-4.365208626E0,-8.559101820E-2,4.374607413E0
7.649210373E0,1.629216671E-1,-4.283949852E0,-8.348217607E-2,4.287859498E0
7.666143866E0,7.845926285E-2,-3.999987602E0,-1.475530863E-2,4.000784222E0
7.683081773E0,4.522806406E-2,-3.934850693E0,7.035696507E-2,3.935739531E0
7.700048865E0,6.731456518E-2,-3.844259262E0,1.446644068E-1,3.847569144E0
7.716980924E0,1.205075383E-1,-3.754353523E0,3.990194798E-1,3.777420944E0
7.733909177E0,2.139142752E-1,-3.888308525E0,5.757972002E-1,3.936527012E0
7.750806465E0,3.653315902E-1,-4.045157433E0,5.092027187E-1,4.093415839E0
7.767757363E0,5.725138187E-1,-4.176775932E0,6.906465888E-1,4.272027852E0
7.784708587E0,5.614383221E-1,-4.083971024E0,5.072698593E-1,4.153475054E0
7.801632709E0,5.016695261E-1,-3.922714233E0,3.442720175E-1,3.969619943E0
7.818557942E0,3.074945211E-1,-3.508798599E0,2.094212174E-1,3.528466769E0
7.835510661E0,1.291700006E-1,-3.119628906E0,1.338807940E-1,3.125170950E0
7.852470337E0,4.700458050E-2,-2.692968369E0,1.710737348E-1,2.698806086E0
7.869393179E0,8.297055960E-2,-2.377238274E0,2.673297524E-1,2.393660611E0
7.886345460E0,1.487605572E-1,-2.114233017E0,4.072921276E-1,2.158239521E0
7.903299053E0,2.530996203E-1,-1.858891487E0,5.658094883E-1,1.959509468E0
7.920212211E0,3.635018468E-1,-1.667767525E0,7.082762122E-1,1.848036066E0
7.937167350E0,3.648033738E-1,-1.509684563E0,6.349675655E-1,1.677919184E0
7.954094688E0,8.552351594E-1,-1.491580963E0,4.817666531E0,5.115286087E0
7.971051761E0,3.512986302E-1,-9.990119934E-1,2.905105054E-1,1.098103840E0
7.987983452E0,2.113280892E-1,-5.028276443E-1,1.968701929E-1,5.798733259E-1
8.004925114E0,4.452386498E-2,-5.203056335E-2,8.728210628E-2,1.109401647E-1
8.021861435E0,2.440873086E-1,3.768033981E-1,2.362020969E0,2.404309147E0
8.038799921E0,-3.175668418E-1,9.542846680E-1,-1.182298213E-1,1.012662934E0
8.055738307E0,-2.289740592E-1,1.333069801E0,-6.056278944E-4,1.352591802E0
8.072675268E0,-4.578220844E-2,1.492418289E0,2.587988973E-1,1.515382866E0
8.089613582E0,1.832097769E-2,1.776701927E0,3.147881031E-1,1.804465834E0
8.106529894E0,1.120020151E-1,1.988862991E0,3.787404001E-1,2.027699371E0
8.123476967E0,2.336076498E-1,2.024905205E0,4.690100253E-1,2.091598438E0
8.140413480E0,1.222091317E-1,2.249290943E0,3.122245669E-1,2.274143575E0
8.157364937E0,1.208018661E-1,2.402950287E0,1.054129303E-1,2.408292976E0
8.174249266E0,1.127018929E-1,2.600529194E0,4.768997431E-2,2.603407025E0
8.191233610E0,3.024113178E-2,2.872155666E0,-5.757939816E-2,2.872891938E0
8.208131773E0,-8.162927628E-2,3.196206093E0,-9.912049770E-2,3.198784394E0
8.225111022E0,-1.902193427E-1,3.507826328E0,-2.463162541E-1,3.521604839E0
8.242013296E0,-3.087657988E-1,3.797651291E0,-3.926746249E-1,3.830363561E0
8.258951345E0,-2.987365723E-1,3.997727871E0,-3.117520809E-1,4.020977621E0
8.275896221E0,-2.110028863E-1,4.075455666E0,-2.328487635E-1,4.087551791E0
8.292830628E0,-1.410604715E-1,4.179636955E0,-1.734601259E-1,4.185612446E0
8.309768312E0,-9.701758623E-2,4.208887577E0,-1.276460886E-1,4.211940238E0
8.326706434E0,-1.542568207E-2,4.144857407E0,1.326858997E-2,4.144907349E0
8.343690106E0,-8.681535721E-2,4.168711662E0,-1.598041058E-1,4.172676741E0
8.360618462E0,-2.383494377E-2,4.112964630E0,-2.756605744E-1,4.122260897E0
8.377515150E0,-8.838593960E-3,4.142391205E0,-2.738790512E-1,4.151444658E0
8.394494562E0,-5.633765459E-2,4.158379078E0,-3.417418599E-1,4.172778210E0
8.411411380E0,-1.302966475E-1,4.305931568E0,-2.957428992E-1,4.318042120E0
8.428369664E0,-1.756869555E-1,4.244578362E0,-3.652994037E-1,4.263889659E0
8.445308731E0,-2.503712773E-1,4.309912682E0,-4.274708033E-1,4.338290491E0
8.462246333E0,-2.010645866E-1,4.145736694E0,-3.275434375E-1,4.163513469E0
8.479183863E0,-1.383196712E-1,4.009491920E0,-1.939439178E-1,4.016562216E0
8.496105272E0,-7.315593958E-2,3.829881191E0,-1.500374079E-1,3.833517048E0
8.513059678E0,2.966642380E-2,3.445505619E0,-9.652787447E-2,3.446985161E0
8.529986264E0,4.980170727E-2,3.200734138E0,-7.214158773E-2,3.201934360E0
8.546935473E0,6.289154291E-2,2.865231991E0,-2.477332950E-1,2.876609374E0
8.563821348E0,1.399184465E-1,2.515259266E0,-3.519009352E-1,2.543607795E0
8.580814441E0,1.944698095E-1,2.226428032E0,-4.091857672E-1,2.272054859E0
8.597730976E0,1.311181784E-1,2.033641815E0,-5.113927722E-1,2.101050589E0
8.614688079E0,7.146626711E-2,1.873944759E0,-4.787943959E-1,1.935463888E0
8.631595174E0,-1.331931353E-2,1.683522224E0,-4.454758763E-1,1.741514640E0
8.648574035E0,-5.378651619E-2,1.483833313E0,-4.108855128E-1,1.540610656E0
8.665500295E0,-6.066530943E-2,1.215756416E0,-2.560645342E-1,1.243910362E0
8.682432689E0,-1.175534725E-2,9.630765915E-1,-7.456886768E-2,9.660306544E-1
8.699380474E0,8.860284090E-2,5.286645889E-1,-9.641933441E-2,5.446406146E-1
8.716308514E0,1.888726950E-1,5.188083649E-2,-1.084125042E-2,1.961684195E-1
8.733210818E0,2.429072857E-1,-3.948268890E-1,-3.515464067E-2,4.648957631E-1
8.750152204E0,2.953858972E-1,-8.198366165E-1,-1.801108122E-1,8.898453858E-1
8.767090375E0,3.345955014E-1,-1.186089516E0,-2.774076164E-1,1.263217113E0
8.784027998E0,3.618302345E-1,-1.502043724E0,-2.318500876E-1,1.562309486E0
8.800966169E0,2.655851245E-1,-1.630668640E0,-2.474792004E-1,1.670587210E0
8.817903568E0,2.366964817E-1,-1.889109612E0,-1.367713213E-1,1.908786720E0
8.834887985E0,1.135146618E-1,-1.988886833E0,-5.565989017E-2,1.992901010E0
8.851797653E0,6.134831905E-2,-2.200078011E0,9.920537472E-2,2.203167850E0
8.868753931E0,9.843313694E-2,-2.446784973E0,3.241956234E-2,2.448978729E0
8.885718623E0,1.500555873E-1,-2.671944618E0,1.096360683E-1,2.678399670E0
8.902629869E0,3.110931516E-1,-3.130020142E0,7.108002901E-2,3.146244969E0
8.919518713E0,4.116640687E-1,-3.456326485E0,6.048315763E-2,3.481281127E0
8.936519956E0,4.354432821E-1,-3.748337746E0,-2.489149570E-3,3.773546462E0
8.953402758E0,4.481239319E-1,-3.987726212E0,-1.077464223E-1,4.014272623E0
8.970377998E0,4.229819775E-1,-4.102073669E0,-1.409233212E-1,4.126230910E0
8.987277016E0,3.909881115E-1,-4.125812531E0,-2.095216513E-2,4.144350339E0
9.004218555E0,2.598399520E-1,-4.051200867E0,3.433012962E-2,4.059670408E0
9.021155089E0,2.287424803E-1,-4.050479889E0,1.947287917E-1,4.061604333E0
9.038095916E0,1.484556198E-1,-4.035531044E0,1.998849511E-1,4.043204654E0
9.055033559E0,1.540201902E-1,-4.079689980E0,2.331319451E-1,4.089247248E0
9.071971670E0,2.347873449E-1,-4.121629715E0,2.583184838E-1,4.136385505E0
9.088954661E0,3.393288851E-1,-4.230589867E0,2.218351960E-1,4.249970066E0
9.105884055E0,4.536409974E-1,-4.364870071E0,1.010168791E-1,4.389542722E0
9.122821667E0,4.770648479E-1,-4.337860107E0,7.264810801E-2,4.364618990E0
9.139734458E0,3.941391706E-1,-4.203524590E0,2.096578479E-2,4.222014238E0
9.156672417E0,2.718181014E-1,-3.951436043E0,3.185838461E-3,3.960775433E0
9.173612490E0,2.046429515E-1,-3.735631943E0,3.309214115E-2,3.741379403E0
9.190550642E0,1.735703945E-1,-3.454678535E0,2.089790106E-1,3.465343084E0
9.207488102E0,1.594561934E-1,-3.321466446E0,2.231457829E-1,3.332770570E0
9.224408472E0,1.796698570E-1,-3.091858864E0,3.275802135E-1,3.114350861E0
9.241339034E0,2.322091460E-1,-2.981992722E0,4.480166435E-1,3.024387639E0
9.258287815E0,2.618888021E-1,-2.791985512E0,3.908270001E-1,2.831345014E0
9.275221156E0,3.361827135E-1,-2.595541954E0,3.499936461E-1,2.640521237E0
9.292163162E0,3.787245750E-1,-2.467405319E0,2.967762947E-1,2.513880960E0
9.309088303E0,3.432640433E-1,-2.200933456E0,1.975644827E-1,2.236284867E0
9.326074958E0,2.903089523E-1,-1.872151375E0,2.573841810E-1,1.911930091E0
9.343007086E0,1.826524734E-1,-1.502228737E0,2.730906606E-1,1.537735872E0
9.359935259E0,5.612868071E-2,-1.033706665E0,2.676494718E-1,1.069268974E0
9.376903114E0,5.903720856E-2,-6.847486496E-1,3.192051351E-1,7.577981416E-1
9.393805438E0,1.141376495E-1,-3.134679794E-1,3.715194464E-1,4.993158081E-1
9.410745654E0,1.624582410E-1,-3.322219849E-2,4.337673187E-1,4.643818271E-1
9.427693267E0,2.152138352E-1,3.091049194E-1,4.488004148E-1,5.859049910E-1
9.444641021E0,1.633229494E0,9.024810791E-2,1.188840771E1,1.200040921E1
9.461573964E0,-1.421614885E-1,1.168699265E0,7.251918316E-2,1.179545205E0
9.478522217E0,-1.518009603E-1,1.488149643E0,5.903658271E-2,1.497036476E0
9.495454529E0,-2.019288838E-1,1.789987564E0,3.459354490E-2,1.801673518E0
9.512392864E0,-2.500471771E-1,2.085983276E0,6.234824657E-3,2.100925675E0
9.529330842E0,-2.097460330E-1,2.256998539E0,4.140244424E-2,2.267101666E0
9.546267947E0,-2.000376284E-1,2.549187660E0,3.439351916E-1,2.580051200E0
9.563180066E0,-2.520893514E-1,2.791792870E0,9.819459915E-2,2.804870522E0
9.580135297E0,-1.948601007E-1,2.987425327E0,1.615086198E-1,2.998127012E0
9.597060978E0,-9.819370508E-2,3.082028866E0,2.460352182E-1,3.093392517E0
9.614019728E0,-1.017522216E-1,3.322724819E0,1.418446898E-1,3.327307268E0
9.630935541E0,-1.565027237E-2,3.413544655E0,2.691729069E-1,3.424176703E0
9.647845139E0,-1.567412019E-1,3.706688404E0,-6.272143126E-2,3.710531055E0
9.664818110E0,-2.662674189E-1,3.914249897E0,-3.115327954E-1,3.935645217E0
9.681751520E0,-2.447515130E-1,3.907831192E0,-2.720336318E-1,3.924926780E0
9.698684860E0,-2.497228980E-1,3.966221809E0,-3.010474443E-1,3.985461897E0
9.715637773E0,-2.354066372E-1,3.957059383E0,-2.594678402E-1,3.972538081E0
9.732547197E0,-2.596147060E-1,4.034746647E0,-2.267304659E-1,4.049442802E0
9.749487128E0,-2.863575220E-1,4.117958069E0,-3.819596171E-1,4.145536447E0
9.766422239E0,-3.094660044E-1,4.152622700E0,-3.595726490E-1,4.179633594E0
9.783361112E0,-2.652096152E-1,4.218732834E0,-4.040309787E-1,4.246325929E0
9.800299212E0,-1.944081783E-1,4.157018661E0,-2.795532346E-1,4.170940985E0
9.817240843E0,-1.761295199E-1,4.185047626E0,-2.375284433E-1,4.195481499E0
9.834188079E0,-1.192396283E-1,4.183547020E0,-1.537880301E-1,4.188070500E0
9.851126576E0,-9.170728922E-2,4.095120907E0,-3.416195512E-1,4.110368522E0
9.868064096E0,-5.193376541E-2,3.899248123E0,-4.623723626E-1,3.926909885E0
9.885002117E0,-1.171267033E-2,3.673288822E0,-3.420113921E-1,3.689195000E0
9.901932293E0,-7.563054562E-3,3.491083145E0,-3.581070304E-1,3.509410117E0
9.918877828E0,6.066083908E-3,3.293856621E0,-2.318239212E-1,3.302010080E0
9.935844586E0,-3.896427155E-2,3.194179535E0,-2.164936662E-1,3.201744934E0
9.952777447E0,-2.014303207E-2,2.959339619E0,-2.797578573E-1,2.972601753E0
9.969714409E0,-2.791851759E-2,2.790215492E0,-3.654505908E-1,2.814184797E0
9.986630832E0,3.880375624E-2,2.488671303E0,-2.232024670E-1,2.498961770E0
1.000359079E1,9.160828590E-2,2.261716843E0,-2.105612159E-1,2.273343612E0
1.002050681E1,1.206889749E-1,1.968332767E0,-1.743645072E-1,1.979722883E0
1.003743682E1,1.738062501E-1,1.751539230E0,-1.913601160E-1,1.770513197E0
1.005438662E1,2.493444681E-1,1.338877678E0,-2.438640594E-1,1.383559099E0
1.007131517E1,3.501772285E-1,8.203363419E-1,-3.806331754E-1,9.697718388E-1
1.008826026E1,3.399907947E-1,4.724683762E-1,-3.563661575E-1,6.825078352E-1
1.010518964E1,3.130483031E-1,9.968280792E-2,-3.244433403E-1,4.617351875E-1
1.012213626E1,2.034915686E-1,-6.688976288E-2,-1.608847380E-1,2.678935568E-1
1.013906484E1,1.128027439E-1,-2.513952255E-1,-1.779921651E-1,3.280323601E-1
1.015599830E1,1.407797337E-1,-5.737247467E-1,-1.197500229E-1,6.027595593E-1
1.017294581E1,1.674618125E-1,-8.615350723E-1,-1.228630543E-1,8.862175069E-1
1.018988315E1,2.166469097E-1,-1.189493179E0,-1.702010632E-3,1.209062779E0
1.020682141E1,3.132715225E-1,-1.532603264E0,-1.951056719E-2,1.564414419E0
1.022374219E1,3.417358398E-1,-1.790326118E0,4.823356867E-2,1.823287545E0
1.024068292E1,4.186344147E-1,-2.135757446E0,2.326560020E-2,2.176523818E0
1.025762091E1,4.775235653E-1,-2.543964386E0,4.666966200E-2,2.588814711E0
1.027455890E1,5.766094327E-1,-2.996256828E0,-4.866474867E-2,3.051622794E0
1.029149726E1,5.477089882E-1,-3.240368843E0,-8.295285702E-2,3.287378371E0
1.030843440E1,4.617982507E-1,-3.390467644E0,-8.961862326E-2,3.422946094E0
1.032541840E1,2.630420327E-1,-3.308735847E0,3.375327587E-2,3.319346819E0
1.034234988E1,1.231874824E-1,-3.342547417E0,7.094514370E-2,3.345568950E0
1.035931533E1,1.571047902E-1,-3.451992035E0,4.083728790E-2,3.455806506E0
1.037618193E1,2.414526343E-1,-3.670657158E0,1.879256964E-2,3.678637860E0
1.039316025E1,3.035323620E-1,-3.759424210E0,3.828430176E-2,3.771852061E0
1.041009319E1,4.097312093E-1,-3.970800400E0,3.300565481E-2,3.992020147E0
1.042704058E1,4.217971563E-1,-3.990675926E0,7.860976458E-2,4.013674960E0
1.044391643E1,4.630033374E-1,-4.167170525E0,7.299911976E-2,4.193448598E0
1.046092152E1,4.786633253E-1,-4.361678123E0,9.042257071E-2,4.388796062E0
1.047781856E1,5.175972581E-1,-4.474652290E0,2.325564623E-2,4.504548908E0
1.049478308E1,4.381074905E-1,-4.449867249E0,6.558305025E-2,4.471862905E0
1.051173073E1,3.623843193E-1,-4.300139427E0,1.041519046E-1,4.316638635E0
1.052861912E1,1.834225059E-1,-4.016287804E0,2.732926607E-1,4.029751905E0
1.054556689E1,1.688465476E-1,-3.904457092E0,2.638335824E-1,3.917001723E0
1.056252114E1,2.415881753E-1,-3.807434082E0,1.576659083E-1,3.818347506E0
1.057945371E1,3.138061166E-1,-3.720612526E0,1.055112481E-1,3.735313169E0
1.059639214E1,3.418620229E-1,-3.519598961E0,1.387997866E-1,3.538885682E0
1.061332971E1,3.737601638E-1,-3.320261002E0,4.544425011E-2,3.341540806E0
1.063026778E1,3.374274969E-1,-3.079031944E0,6.236112118E-2,3.098093598E0
1.064720492E1,2.827590108E-1,-2.930490494E0,5.054765940E-2,2.944534302E0
1.066414289E1,2.425537109E-1,-2.757261276E0,1.255341768E-1,2.770754568E0
1.068110993E1,2.228265405E-1,-2.528455734E0,1.260997653E-1,2.541385689E0
1.069804220E1,1.385295391E-1,-2.222929001E0,1.962395906E-1,2.235869798E0
1.071493359E1,1.219223142E-1,-1.886424065E0,2.476378679E-1,1.906511294E0
1.073188085E1,7.463073730E-2,-1.584487915E0,3.849626184E-1,1.632289165E0
1.074881868E1,9.584778547E-2,-1.279316902E0,3.631918430E-1,1.333321735E0
1.076576384E1,1.025496721E-1,-1.049286842E0,2.628427744E-1,1.086556780E0
1.078269083E1,1.131355762E-1,-7.042818069E-1,1.304864883E-1,7.251477407E-1
1.079962389E1,1.264383793E-1,-4.211587906E-1,1.584484279E-1,4.674048512E-1
